timestamp,log_message
2024-12-06 14:40:12,mysqld: [Note] Initializing builtin self test.
2024-12-06 16:22:10,192.168.1.250 - - "GET /api/v1/metrics HTTP/1.1" 200 152
2024-12-06 18:00:01,CRON: pam_unix(cron:session): session opened for user root by (uid=0)
2024-12-06 18:00:05,CRON: pam_unix(cron:session): session closed for user root
2024-12-06 19:45:30,10.0.2.100 - - "GET /downloads/data.tar.gz HTTP/1.1" 200 102456
2024-12-06 21:15:12,sshd: Failed password for root from 192.168.1.200 port 51234 ssh2
2024-12-06 21:15:14,sshd: Failed password for root from 192.168.1.200 port 51234 ssh2
2024-12-06 22:45:00,systemd: Starting Nightly Security Audit...
2024-12-06 22:50:12,systemd: Started Nightly Security Audit.
2024-12-07 00:00:01,systemd: Starting Log Rotation...
2024-12-07 02:15:45,10.0.5.45 - - "GET /health HTTP/1.1" 200 2
2024-12-07 04:30:12,192.168.1.105 - - "GET /admin/config.php HTTP/1.1" 404 152
2024-12-07 08:00:01,systemd: Starting Periodic Log Cleanup...
2024-12-07 10:12:34,192.168.1.10 - - "GET /api/v1/user/111 HTTP/1.1" 200 125
2024-12-07 12:00:12,sshd: Failed password for root from 192.168.1.200 port 51234 ssh2
2024-12-07 12:00:14,sshd: Failed password for root from 192.168.1.200 port 51234 ssh2
2024-12-07 14:40:12,mysqld: [Note] Initializing builtin self test.
2024-12-07 16:22:10,192.168.1.250 - - "GET /api/v1/metrics HTTP/1.1" 200 152
2024-12-07 18:00:01,CRON: pam_unix(cron:session): session opened for user root by (uid=0)
2024-12-07 18:00:05,CRON: pam_unix(cron:session): session closed for user root
2024-12-07 19:45:30,10.0.2.100 - - "GET /downloads/data.tar.gz HTTP/1.1" 200 102456
2024-12-07 21:15:12,sshd: Accepted password for root from 192.168.1.10 port 45672 ssh2
2024-12-07 21:15:13,pam_unix(sshd:session): session opened for user root by (uid=0)
2024-12-07 22:45:00,systemd: Starting Nightly Security Audit...
2024-12-07 22:50:12,systemd: Started Nightly Security Audit.
2024-12-08 00:00:01,systemd: Starting Log Rotation...
2024-12-08 02:15:45,10.0.5.45 - - "GET /health HTTP/1.1" 200 2
2024-12-08 04:30:12,192.168.1.105 - - "GET /admin/setup.php HTTP/1.1" 404 152
2024-12-08 08:00:01,systemd: Starting Daily Backup Script...
2024-12-08 10:12:34,192.168.1.10 - - "GET /api/v1/user/112 HTTP/1.1" 200 125
2024-12-08 12:00:12,sshd: Failed password for root from 192.168.1.200 port 51234 ssh2
2024-12-08 12:00:14,sshd: Failed password for root from 192.168.1.200 port 51234 ssh2
2024-12-08 14:40:12,mysqld: [Note] Initializing builtin self test.
2024-12-08 16:22:10,192.168.1.250 - - "GET /api/v1/metrics HTTP/1.1" 200 152
2024-12-08 18:00:01,CRON: pam_unix(cron:session): session opened for user root by (uid=0)
2024-12-08 18:00:05,CRON: pam_unix(cron:session): session closed for user root
2024-12-08 19:45:30,10.0.2.100 - - "GET /downloads/data.tar.gz HTTP/1.1" 200 102456
2024-12-08 21:15:12,sshd: Failed password for root from 192.168.1.200 port 51234 ssh2
2024-12-08 21:15:14,sshd: Failed password for root from 192.168.1.200 port 51234 ssh2
2024-12-08 22:45:00,systemd: Starting Nightly Security Audit...
2024-12-08 22:50:12,systemd: Started Nightly Security Audit.
2024-12-09 00:00:01,systemd: Starting Log Rotation...
2024-12-09 02:15:45,10.0.5.45 - - "GET /health HTTP/1.1" 200 2
2024-12-09 04:30:12,192.168.1.105 - - "GET /admin/config.php HTTP/1.1" 404 152
2024-12-09 08:00:01,systemd: Starting Daily Temp Cleanup...
2024-12-09 10:12:34,192.168.1.10 - - "GET /api/v1/user/113 HTTP/1.1" 200 125
2024-12-09 12:00:12,sshd: Accepted password for root from 192.168.1.10 port 45672 ssh2
2024-12-09 12:00:13,pam_unix(sshd:session): session opened for user root by (uid=0)
2024-12-09 14:40:12,mysqld: [Note] Initializing builtin self test.
2024-12-09 16:22:10,192.168.1.250 - - "GET /api/v1/metrics HTTP/1.1" 200 152
2024-12-09 18:00:01,CRON: pam_unix(cron:session): session opened for user root by (uid=0)
2024-12-09 18:00:05,CRON: pam_unix(cron:session): session closed for user root
2024-12-09 19:45:30,10.0.2.100 - - "GET /downloads/data.tar.gz HTTP/1.1" 200 102456
2024-12-09 21:15:12,sshd: Failed password for root from 192.168.1.200 port 51234 ssh2
2024-12-09 21:15:14,sshd: Failed password for root from 192.168.1.200 port 51234 ssh2
2024-12-09 22:45:00,systemd: Starting Nightly Security Audit...
2024-12-09 22:50:12,systemd: Started Nightly Security Audit.
2024-12-10 00:00:01,systemd: Starting Log Rotation...
2024-12-10 02:15:45,10.0.5.45 - - "GET /health HTTP/1.1" 200 2
2024-12-10 04:30:12,192.168.1.105 - - "GET /admin/setup.php HTTP/1.1" 404 152
2024-12-10 08:00:01,systemd: Starting Daily Backup Script...
2024-12-10 10:12:34,192.168.1.10 - - "GET /api/v1/user/114 HTTP/1.1" 200 125
2024-12-10 12:00:12,sshd: Failed password for root from 192.168.1.200 port 51234 ssh2
2024-12-10 12:00:14,sshd: Failed password for root from 192.168.1.200 port 51234 ssh2
2024-12-10 14:40:12,mysqld: [Note] Initializing builtin self test.
2024-12-10 16:22:10,192.168.1.250 - - "GET /api/v1/metrics HTTP/1.1" 200 152
2024-12-10 18:00:01,CRON: pam_unix(cron:session): session opened for user root by (uid=0)
2024-12-10 18:00:05,CRON: pam_unix(cron:session): session closed for user root
2024-12-10 19:45:30,10.0.2.100 - - "GET /downloads/data.tar.gz HTTP/1.1" 200 102456
2024-12-10 21:15:12,sshd: Accepted password for root from 192.168.1.10 port 45672 ssh2
2024-12-10 21:15:13,pam_unix(sshd:session): session opened for user root by (uid=0)
2024-12-10 22:45:00,systemd: Starting Nightly Security Audit...
2024-12-10 22:50:12,systemd: Started Nightly Security Audit.
2024-12-11 00:00:01,systemd: Starting Log Rotation...
2024-12-11 02:15:45,10.0.5.45 - - "GET /health HTTP/1.1" 200 2
2024-12-11 04:30:12,192.168.1.105 - - "GET /admin/config.php HTTP/1.1" 404 152
2024-12-11 08:00:01,systemd: Starting Daily Temp Cleanup...
2024-12-11 10:12:34,192.168.1.10 - - "GET /api/v1/user/115 HTTP/1.1" 200 125
2024-12-11 12:00:12,sshd: Failed password for root from 192.168.1.200 port 51234 ssh2
2024-12-11 12:00:14,sshd: Failed password for root from 192.168.1.200 port 51234 ssh2
2024-12-11 14:40:12,mysqld: [Note] Initializing builtin self test.
2024-12-11 16:22:10,192.168.1.250 - - "GET /api/v1/metrics HTTP/1.1" 200 152
2024-12-11 18:00:01,CRON: pam_unix(cron:session): session opened for user root by (uid=0)
2024-12-11 18:00:05,CRON: pam_unix(cron:session): session closed for user root
2024-12-11 19:45:30,10.0.2.100 - - "GET /downloads/data.tar.gz HTTP/1.1" 200 102456
2024-12-11 21:15:12,sshd: Failed password for root from 192.168.1.200 port 51234 ssh2
2024-12-11 21:15:14,sshd: Failed password for root from 192.168.1.200 port 51234 ssh2
2024-12-11 22:45:00,systemd: Starting Nightly Security Audit...
2024-12-11 22:50:12,systemd: Started Nightly Security Audit.
2024-12-12 00:00:01,systemd: Starting Log Rotation...
2024-12-12 02:15:45,10.0.5.45 - - "GET /health HTTP/1.1" 200 2
2024-12-12 04:30:12,192.168.1.105 - - "GET /admin/setup.php HTTP/1.1" 404 152
2024-12-12 08:00:01,systemd: Starting Daily Backup Script...
2024-12-12 10:12:34,192.168.1.10 - - "GET /api/v1/user/116 HTTP/1.1" 200 125
2024-12-12 12:00:12,sshd: Accepted password for root from 192.168.1.10 port 45672 ssh2
2024-12-12 12:00:13,pam_unix(sshd:session): session opened for user root by (uid=0)
2024-12-12 14:40:12,mysqld: [Note] Initializing builtin self test.
2024-12-12 16:22:10,192.168.1.250 - - "GET /api/v1/metrics HTTP/1.1" 200 152
2024-12-12 18:00:01,CRON: pam_unix(cron:session): session opened for user root by (uid=0)
2024-12-12 18:00:05,CRON: pam_unix(cron:session): session closed for user root
2024-12-12 19:45:30,10.0.2.100 - - "GET /downloads/data.tar.gz HTTP/1.1" 200 102456
2024-12-12 21:15:12,sshd: Failed password for root from 192.168.1.200 port 51234 ssh2
2024-12-12 21:15:14,sshd: Failed password for root from 192.168.1.200 port 51234 ssh2
2024-12-12 22:45:00,systemd: Starting Nightly Security Audit...
2024-12-12 22:50:12,systemd: Started Nightly Security Audit.
2024-12-13 00:00:01,systemd: Starting Log Rotation...
2024-12-13 02:15:45,10.0.5.45 - - "GET /health HTTP/1.1" 200 2
2024-12-13 04:30:12,192.168.1.105 - - "GET /admin/config.php HTTP/1.1" 404 152
2024-12-13 08:00:01,systemd: Starting Daily Temp Cleanup...
2024-12-13 10:12:34,192.168.1.10 - - "GET /api/v1/user/117 HTTP/1.1" 200 125
2024-12-13 12:00:12,sshd: Failed password for root from 192.168.1.200 port 51234 ssh2
2024-12-13 12:00:14,sshd: Failed password for root from 192.168.1.200 port 51234 ssh2
2024-12-13 14:40:12,mysqld: [Note] Initializing builtin self test.
2024-12-13 16:22:10,192.168.1.250 - - "GET /api/v1/metrics HTTP/1.1" 200 152
2024-12-13 18:00:01,CRON: pam_unix(cron:session): session opened for user root by (uid=0)
2024-12-13 18:00:05,CRON: pam_unix(cron:session): session closed for user root
2024-12-13 19:45:30,10.0.2.100 - - "GET /downloads/data.tar.gz HTTP/1.1" 200 102456
2024-12-13 21:15:12,sshd: Accepted password for root from 192.168.1.10 port 45672 ssh2
2024-12-13 21:15:13,pam_unix(sshd:session): session opened for user root by (uid=0)
2024-12-13 22:45:00,systemd: Starting Nightly Security Audit...
2024-12-13 22:50:12,systemd: Started Nightly Security Audit.
2024-12-14 00:00:01,systemd: Starting Log Rotation...
2024-12-14 02:15:45,10.0.5.45 - - "GET /health HTTP/1.1" 200 2
2024-12-14 04:30:12,192.168.1.105 - - "GET /admin/setup.php HTTP/1.1" 404 152
2024-12-14 08:00:01,systemd: Starting Daily Backup Script...
2024-12-14 10:12:34,192.168.1.10 - - "GET /api/v1/user/118 HTTP/1.1" 200 125
2024-12-14 12:00:12,sshd: Failed password for root from 192.168.1.200 port 51234 ssh2
2024-12-14 12:00:14,sshd: Failed password for root from 192.168.1.200 port 51234 ssh2
2024-12-14 14:40:12,mysqld: [Note] Initializing builtin self test.
2024-12-14 16:22:10,192.168.1.250 - - "GET /api/v1/metrics HTTP/1.1" 200 152
2024-12-14 18:00:01,CRON: pam_unix(cron:session): session opened for user root by (uid=0)
2024-12-14 18:00:05,CRON: pam_unix(cron:session): session closed for user root
2024-12-14 19:45:30,10.0.2.100 - - "GET /downloads/data.tar.gz HTTP/1.1" 200 102456
2024-12-14 21:15:12,sshd: Failed password for root from 192.168.1.200 port 51234 ssh2
2024-12-14 21:15:14,sshd: Failed password for root from 192.168.1.200 port 51234 ssh2
2024-12-14 22:45:00,systemd: Starting Nightly Security Audit...
2024-12-14 22:50:12,systemd: Started Nightly Security Audit.
2024-12-15 00:00:01,systemd: Starting Log Rotation...
2024-12-15 02:15:45,10.0.5.45 - - "GET /health HTTP/1.1" 200 2
2024-12-15 04:30:12,192.168.1.105 - - "GET /admin/config.php HTTP/1.1" 404 152
2024-12-15 08:00:01,systemd: Starting Weekly Backup Script...
2024-12-15 10:12:34,192.168.1.10 - - "GET /api/v1/user/119 HTTP/1.1" 200 125
2024-12-15 12:00:12,sshd: Accepted password for root from 192.168.1.10 port 45672 ssh2
2024-12-15 12:00:13,pam_unix(sshd:session): session opened for user root by (uid=0)
2024-12-15 14:40:12,mysqld: [Note] Initializing builtin self test.
2024-12-15 16:22:10,192.168.1.250 - - "GET /api/v1/metrics HTTP/1.1" 200 152
2024-12-15 18:00:01,CRON: pam_unix(cron:session): session opened for user root by (uid=0)
2024-12-15 18:00:05,CRON: pam_unix(cron:session): session closed for user root
2024-12-15 19:45:30,10.0.2.100 - - "GET /downloads/data.tar.gz HTTP/1.1" 200 102456
2024-12-15 21:15:12,sshd: Failed password for root from 192.168.1.200 port 51234 ssh2
2024-12-15 21:15:14,sshd: Failed password for root from 192.168.1.200 port 51234 ssh2
2024-12-15 22:45:00,systemd: Starting Nightly Security Audit...
2024-12-15 22:50:12,systemd: Started Nightly Security Audit.
2024-12-16 00:00:01,systemd: Starting Log Rotation...
2024-12-16 08:00:01,systemd: Starting Daily Temp Cleanup...
2024-12-16 12:00:12,sshd: Accepted password for root from 192.168.1.10 port 45672 ssh2
2024-12-16 18:00:01,CRON: pam_unix(cron:session): session opened for user root by (uid=0)
2024-12-16 18:00:05,CRON: pam_unix(cron:session): session closed for user root
2024-12-16 22:45:00,systemd: Starting Nightly Security Audit...
2024-12-16 22:50:12,systemd: Started Nightly Security Audit.
